GO.ID	Term	Annotated	Significant	Expected	Rank in weightFisher	classicFisher	weightFisher	p.adj
GO:0035710	CD4-positive, alpha-beta T cell activati...	129	79	49.29	6598	9.3e-08	0.76161	1
GO:0051099	positive regulation of binding	106	65	40.5	6599	1.2e-06	0.76192	1
GO:1903008	organelle disassembly	71	51	27.13	6600	8.9e-09	0.76196	1
GO:0001776	leukocyte homeostasis	113	65	43.18	6601	2.4e-05	0.76208	1
GO:0031123	RNA 3'-end processing	93	57	35.54	6602	5.3e-06	0.76210	1
GO:0006952	defense response	1830	765	699.26	6603	0.00052	0.76211	1
GO:0061572	actin filament bundle organization	163	83	62.28	6604	0.00062	0.76214	1
GO:0045058	T cell selection	63	43	24.07	6605	1.3e-06	0.76225	1
GO:0097581	lamellipodium organization	90	52	34.39	6606	0.00013	0.76233	1
GO:1902373	negative regulation of mRNA catabolic pr...	79	45	30.19	6607	0.00054	0.76249	1
GO:0051250	negative regulation of lymphocyte activa...	166	76	63.43	6608	0.02730	0.76261	1
GO:0035592	establishment of protein localization to...	380	157	145.2	6609	0.11454	0.76264	1
GO:0045191	regulation of isotype switching	39	27	14.9	6610	8.4e-05	0.76265	1
GO:0044091	membrane biogenesis	66	34	25.22	6611	0.01889	0.76284	1
GO:0038179	neurotrophin signaling pathway	41	24	15.67	6612	0.00654	0.76287	1
GO:0009648	photoperiodism	27	18	10.32	6613	0.00255	0.76291	1
GO:0097696	cell surface receptor signaling pathway ...	148	64	56.55	6614	0.11950	0.76292	1
GO:2000107	negative regulation of leukocyte apoptot...	55	28	21.02	6615	0.03719	0.76295	1
GO:0090311	regulation of protein deacetylation	29	18	11.08	6616	0.00784	0.76295	1
GO:0044546	NLRP3 inflammasome complex assembly	40	22	15.28	6617	0.02279	0.76297	1
GO:0030575	nuclear body organization	17	13	6.5	6618	0.00154	0.76298	1
GO:0008334	histone mRNA metabolic process	21	14	8.02	6619	0.00772	0.76301	1
GO:0006779	porphyrin-containing compound biosynthet...	34	18	12.99	6620	0.05728	0.76307	1
GO:0000479	endonucleolytic cleavage of tricistronic...	16	11	6.11	6621	0.01307	0.76307	1
GO:0002313	mature B cell differentiation involved i...	32	17	12.23	6622	0.06156	0.76308	1
GO:0042984	regulation of amyloid precursor protein ...	14	10	5.35	6623	0.01220	0.76309	1
GO:0009156	ribonucleoside monophosphate biosyntheti...	35	18	13.37	6624	0.07689	0.76309	1
GO:0006361	transcription initiation at RNA polymera...	13	9	4.97	6625	0.02338	0.76312	1
GO:0021885	forebrain cell migration	66	29	25.22	6626	0.20178	0.76314	1
GO:0110154	RNA decapping	19	11	7.26	6627	0.06484	0.76314	1
GO:0050746	regulation of lipoprotein metabolic proc...	17	10	6.5	6628	0.06870	0.76315	1
GO:1903376	regulation of oxidative stress-induced n...	20	11	7.64	6629	0.09557	0.76316	1
GO:1990144	intrinsic apoptotic signaling pathway in...	10	7	3.82	6630	0.04258	0.76317	1
GO:0002820	negative regulation of adaptive immune r...	68	29	25.98	6631	0.26285	0.76318	1
GO:0019677	NAD catabolic process	21	11	8.02	6632	0.13356	0.76318	1
GO:0140354	lipid import into cell	21	11	8.02	6633	0.13356	0.76318	1
GO:0046500	S-adenosylmethionine metabolic process	14	8	5.35	6634	0.11941	0.76320	1
GO:0072683	T cell extravasation	14	8	5.35	6635	0.11941	0.76320	1
GO:0046320	regulation of fatty acid oxidation	35	16	13.37	6636	0.22790	0.76320	1
GO:1902031	regulation of NADP metabolic process	9	6	3.44	6637	0.08068	0.76321	1
GO:0001562	response to protozoan	30	14	11.46	6638	0.22029	0.76321	1
GO:0045834	positive regulation of lipid metabolic p...	130	52	49.67	6639	0.36818	0.76322	1
GO:0071870	cellular response to catecholamine stimu...	62	26	23.69	6640	0.31524	0.76322	1
GO:1903025	regulation of RNA polymerase II regulato...	7	5	2.67	6641	0.07993	0.76322	1
GO:0032232	negative regulation of actin filament bu...	31	14	11.85	6642	0.26756	0.76323	1
GO:0042278	purine nucleoside metabolic process	26	12	9.93	6643	0.26090	0.76324	1
GO:1905562	regulation of vascular endothelial cell ...	26	12	9.93	6644	0.26090	0.76324	1
GO:1903539	protein localization to postsynaptic mem...	55	23	21.02	6645	0.33691	0.76324	1
GO:0032225	regulation of synaptic transmission, dop...	8	5	3.06	6646	0.14718	0.76325	1
GO:0061535	glutamate secretion, neurotransmission	8	5	3.06	6647	0.14718	0.76325	1
GO:0010664	negative regulation of striated muscle c...	29	13	11.08	6648	0.29040	0.76325	1
GO:0009116	nucleoside metabolic process	50	21	19.11	6649	0.33894	0.76325	1
GO:2000269	regulation of fibroblast apoptotic proce...	19	9	7.26	6650	0.27545	0.76326	1
GO:0140245	regulation of translation at postsynapse	6	4	2.29	6651	0.15537	0.76326	1
GO:0018119	peptidyl-cysteine S-nitrosylation	14	7	5.35	6652	0.25979	0.76326	1
GO:0045988	negative regulation of striated muscle c...	9	5	3.44	6653	0.23029	0.76327	1
GO:2000564	regulation of CD8-positive, alpha-beta T...	9	5	3.44	6654	0.23029	0.76327	1
GO:0060965	negative regulation of miRNA-mediated ge...	17	8	6.5	6655	0.30345	0.76327	1
GO:1902622	regulation of neutrophil migration	46	19	17.58	6656	0.38556	0.76327	1
GO:0051238	sequestering of metal ion	12	6	4.59	6657	0.28852	0.76328	1
GO:0010866	regulation of triglyceride biosynthetic ...	20	9	7.64	6658	0.34126	0.76328	1
GO:0042780	tRNA 3'-end processing	7	4	2.67	6659	0.25595	0.76328	1
GO:0070445	regulation of oligodendrocyte progenitor...	7	4	2.67	6660	0.25595	0.76328	1
GO:1905684	regulation of plasma membrane repair	7	4	2.67	6661	0.25595	0.76328	1
GO:2000479	regulation of cAMP-dependent protein kin...	7	4	2.67	6662	0.25595	0.76328	1
GO:0010715	regulation of extracellular matrix disas...	15	7	5.73	6663	0.33569	0.76328	1
GO:0071871	response to epinephrine	15	7	5.73	6664	0.33569	0.76328	1
GO:1901329	regulation of odontoblast differentiatio...	10	5	3.82	6665	0.32275	0.76329	1
GO:0001923	B-1 B cell differentiation	5	3	1.91	6666	0.28699	0.76329	1
GO:0051418	microtubule nucleation by microtubule or...	5	3	1.91	6667	0.28699	0.76329	1
GO:0097749	membrane tubulation	5	3	1.91	6668	0.28699	0.76329	1
GO:0098908	regulation of neuronal action potential	5	3	1.91	6669	0.28699	0.76329	1
GO:0071389	cellular response to mineralocorticoid s...	13	6	4.97	6670	0.37331	0.76330	1
GO:0071888	macrophage apoptotic process	13	6	4.97	6671	0.37331	0.76330	1
GO:0010966	regulation of phosphate transport	8	4	3.06	6672	0.36472	0.76330	1
GO:0048793	pronephros development	8	4	3.06	6673	0.36472	0.76330	1
GO:0141156	cAMP/PKA signal transduction	8	4	3.06	6674	0.36472	0.76330	1
GO:0021533	cell differentiation in hindbrain	24	10	9.17	6675	0.43866	0.76331	1
GO:1901841	regulation of high voltage-gated calcium...	11	5	4.2	6676	0.41797	0.76331	1
GO:0017004	cytochrome complex assembly	40	16	15.28	6677	0.46697	0.76332	1
GO:0006011	UDP-glucose metabolic process	6	3	2.29	6678	0.41862	0.76332	1
GO:0010727	negative regulation of hydrogen peroxide...	6	3	2.29	6679	0.41862	0.76332	1
GO:0034158	toll-like receptor 8 signaling pathway	6	3	2.29	6680	0.41862	0.76332	1
GO:0055059	asymmetric neuroblast division	6	3	2.29	6681	0.41862	0.76332	1
GO:1903976	negative regulation of glial cell migrat...	6	3	2.29	6682	0.41862	0.76332	1
GO:0046015	regulation of transcription by glucose	9	4	3.44	6683	0.47227	0.76333	1
GO:0033623	regulation of integrin activation	17	7	6.5	6684	0.49116	0.76333	1
GO:0003241	growth involved in heart morphogenesis	4	2	1.53	6685	0.49368	0.76333	1
GO:0006419	alanyl-tRNA aminoacylation	4	2	1.53	6686	0.49368	0.76333	1
GO:0009407	toxin catabolic process	4	2	1.53	6687	0.49368	0.76333	1
GO:0010041	response to iron(III) ion	4	2	1.53	6688	0.49368	0.76333	1
GO:0010710	regulation of collagen catabolic process	4	2	1.53	6689	0.49368	0.76333	1
GO:0030047	actin modification	4	2	1.53	6690	0.49368	0.76333	1
GO:0033366	protein localization to secretory granul...	4	2	1.53	6691	0.49368	0.76333	1
GO:0061771	response to caloric restriction	4	2	1.53	6692	0.49368	0.76333	1
GO:0072051	juxtaglomerular apparatus development	4	2	1.53	6693	0.49368	0.76333	1
GO:0072017	distal tubule development	12	5	4.59	6694	0.51043	0.76333	1
GO:0030046	parallel actin filament bundle assembly	7	3	2.67	6695	0.54063	0.76334	1
GO:0030917	midbrain-hindbrain boundary development	7	3	2.67	6696	0.54063	0.76334	1
GO:0060312	regulation of blood vessel remodeling	7	3	2.67	6697	0.54063	0.76334	1
GO:2000807	regulation of synaptic vesicle clusterin...	7	3	2.67	6698	0.54063	0.76334	1
GO:0034344	regulation of type III interferon produc...	5	2	1.91	6699	0.63148	0.76335	1
GO:0042249	establishment of planar polarity of embr...	5	2	1.91	6700	0.63148	0.76335	1
GO:0050748	negative regulation of lipoprotein metab...	5	2	1.91	6701	0.63148	0.76335	1
GO:0060319	primitive erythrocyte differentiation	5	2	1.91	6702	0.63148	0.76335	1
GO:0061009	common bile duct development	5	2	1.91	6703	0.63148	0.76335	1
GO:0072237	metanephric proximal tubule development	5	2	1.91	6704	0.63148	0.76335	1
GO:0090245	axis elongation involved in somitogenesi...	5	2	1.91	6705	0.63148	0.76335	1
GO:0097176	epoxide metabolic process	5	2	1.91	6706	0.63148	0.76335	1
GO:1902463	protein localization to cell leading edg...	5	2	1.91	6707	0.63148	0.76335	1
GO:1903804	glycine import across plasma membrane	5	2	1.91	6708	0.63148	0.76335	1
GO:0060353	regulation of cell adhesion molecule pro...	8	3	3.06	6709	0.64617	0.76336	1
GO:0000379	tRNA-type intron splice site recognition...	3	1	1.15	6710	0.76412	0.76337	1
GO:0000494	box C/D sno(s)RNA 3'-end processing	3	1	1.15	6711	0.76412	0.76337	1
GO:0001661	conditioned taste aversion	3	1	1.15	6712	0.76412	0.76337	1
GO:0001827	inner cell mass cell fate commitment	3	1	1.15	6713	0.76412	0.76337	1
GO:0001828	inner cell mass cellular morphogenesis	3	1	1.15	6714	0.76412	0.76337	1
GO:0002025	norepinephrine-epinephrine-mediated vaso...	3	1	1.15	6715	0.76412	0.76337	1
GO:0002051	osteoblast fate commitment	3	1	1.15	6716	0.76412	0.76337	1
GO:0002157	positive regulation of thyroid hormone r...	3	1	1.15	6717	0.76412	0.76337	1
GO:0002353	plasma kallikrein-kinin cascade	3	1	1.15	6718	0.76412	0.76337	1
GO:0002581	negative regulation of antigen processin...	3	1	1.15	6719	0.76412	0.76337	1
GO:0002859	negative regulation of natural killer ce...	3	1	1.15	6720	0.76412	0.76337	1
GO:0003127	detection of nodal flow	3	1	1.15	6721	0.76412	0.76337	1
GO:0006145	purine nucleobase catabolic process	3	1	1.15	6722	0.76412	0.76337	1
GO:0006231	dTMP biosynthetic process	3	1	1.15	6723	0.76412	0.76337	1
GO:0006256	UDP catabolic process	3	1	1.15	6724	0.76412	0.76337	1
GO:0006435	threonyl-tRNA aminoacylation	3	1	1.15	6725	0.76412	0.76337	1
GO:0006543	glutamine catabolic process	3	1	1.15	6726	0.76412	0.76337	1
GO:0006579	amino-acid betaine catabolic process	3	1	1.15	6727	0.76412	0.76337	1
GO:0006714	sesquiterpenoid metabolic process	3	1	1.15	6728	0.76412	0.76337	1
GO:0006742	NADP catabolic process	3	1	1.15	6729	0.76412	0.76337	1
GO:0007181	transforming growth factor beta receptor...	3	1	1.15	6730	0.76412	0.76337	1
GO:0007284	spermatogonial cell division	3	1	1.15	6731	0.76412	0.76337	1
GO:0007412	axon target recognition	3	1	1.15	6732	0.76412	0.76337	1
GO:0007500	mesodermal cell fate determination	3	1	1.15	6733	0.76412	0.76337	1
GO:0009099	L-valine biosynthetic process	3	1	1.15	6734	0.76412	0.76337	1
GO:0009822	alkaloid catabolic process	3	1	1.15	6735	0.76412	0.76337	1
GO:0009826	unidimensional cell growth	3	1	1.15	6736	0.76412	0.76337	1
GO:0010046	response to mycotoxin	3	1	1.15	6737	0.76412	0.76337	1
GO:0010157	response to chlorate	3	1	1.15	6738	0.76412	0.76337	1
GO:0010724	regulation of definitive erythrocyte dif...	3	1	1.15	6739	0.76412	0.76337	1
GO:0010899	regulation of phosphatidylcholine catabo...	3	1	1.15	6740	0.76412	0.76337	1
GO:0010956	negative regulation of calcidiol 1-monoo...	3	1	1.15	6741	0.76412	0.76337	1
GO:0010980	positive regulation of vitamin D 24-hydr...	3	1	1.15	6742	0.76412	0.76337	1
GO:0010983	positive regulation of high-density lipo...	3	1	1.15	6743	0.76412	0.76337	1
GO:0014042	positive regulation of neuron maturation	3	1	1.15	6744	0.76412	0.76337	1
GO:0014057	positive regulation of acetylcholine sec...	3	1	1.15	6745	0.76412	0.76337	1
GO:0014707	branchiomeric skeletal muscle developmen...	3	1	1.15	6746	0.76412	0.76337	1
GO:0014858	positive regulation of skeletal muscle c...	3	1	1.15	6747	0.76412	0.76337	1
GO:0015835	peptidoglycan transport	3	1	1.15	6748	0.76412	0.76337	1
GO:0015916	fatty-acyl-CoA transport	3	1	1.15	6749	0.76412	0.76337	1
GO:0016036	cellular response to phosphate starvatio...	3	1	1.15	6750	0.76412	0.76337	1
GO:0019043	establishment of viral latency	3	1	1.15	6751	0.76412	0.76337	1
GO:0019254	carnitine metabolic process, CoA-linked	3	1	1.15	6752	0.76412	0.76337	1
GO:0019284	L-methionine salvage from S-adenosylmeth...	3	1	1.15	6753	0.76412	0.76337	1
GO:0019287	isopentenyl diphosphate biosynthetic pro...	3	1	1.15	6754	0.76412	0.76337	1
GO:0019344	cysteine biosynthetic process	3	1	1.15	6755	0.76412	0.76337	1
GO:0021502	neural fold elevation formation	3	1	1.15	6756	0.76412	0.76337	1
GO:0021555	midbrain-hindbrain boundary morphogenesi...	3	1	1.15	6757	0.76412	0.76337	1
GO:0021571	rhombomere 5 development	3	1	1.15	6758	0.76412	0.76337	1
GO:0021797	forebrain anterior/posterior pattern spe...	3	1	1.15	6759	0.76412	0.76337	1
GO:0021847	ventricular zone neuroblast division	3	1	1.15	6760	0.76412	0.76337	1
GO:0021852	pyramidal neuron migration to cerebral c...	3	1	1.15	6761	0.76412	0.76337	1
GO:0021965	spinal cord ventral commissure morphogen...	3	1	1.15	6762	0.76412	0.76337	1
GO:0021986	habenula development	3	1	1.15	6763	0.76412	0.76337	1
GO:0030327	prenylated protein catabolic process	3	1	1.15	6764	0.76412	0.76337	1
GO:0030421	defecation	3	1	1.15	6765	0.76412	0.76337	1
GO:0030886	negative regulation of myeloid dendritic...	3	1	1.15	6766	0.76412	0.76337	1
GO:0030950	establishment or maintenance of actin cy...	3	1	1.15	6767	0.76412	0.76337	1
GO:0030997	regulation of centriole-centriole cohesi...	3	1	1.15	6768	0.76412	0.76337	1
GO:0031914	negative regulation of synaptic plastici...	3	1	1.15	6769	0.76412	0.76337	1
GO:0031923	pyridoxine transport	3	1	1.15	6770	0.76412	0.76337	1
GO:0032290	peripheral nervous system myelin formati...	3	1	1.15	6771	0.76412	0.76337	1
GO:0032417	positive regulation of sodium:proton ant...	3	1	1.15	6772	0.76412	0.76337	1
GO:0032425	positive regulation of mismatch repair	3	1	1.15	6773	0.76412	0.76337	1
GO:0032701	negative regulation of interleukin-18 pr...	3	1	1.15	6774	0.76412	0.76337	1
GO:0032761	positive regulation of lymphotoxin A pro...	3	1	1.15	6775	0.76412	0.76337	1
GO:0032805	positive regulation of low-density lipop...	3	1	1.15	6776	0.76412	0.76337	1
GO:0032915	positive regulation of transforming grow...	3	1	1.15	6777	0.76412	0.76337	1
GO:0032918	spermidine acetylation	3	1	1.15	6778	0.76412	0.76337	1
GO:0033227	dsRNA transport	3	1	1.15	6779	0.76412	0.76337	1
GO:0033512	L-lysine catabolic process to acetyl-CoA...	3	1	1.15	6780	0.76412	0.76337	1
GO:0033563	dorsal/ventral axon guidance	3	1	1.15	6781	0.76412	0.76337	1
GO:0033590	response to cobalamin	3	1	1.15	6782	0.76412	0.76337	1
GO:0034030	ribonucleoside bisphosphate biosynthetic...	3	1	1.15	6783	0.76412	0.76337	1
GO:0034033	purine nucleoside bisphosphate biosynthe...	3	1	1.15	6784	0.76412	0.76337	1
GO:0034421	post-translational protein acetylation	3	1	1.15	6785	0.76412	0.76337	1
GO:0034439	lipoprotein lipid oxidation	3	1	1.15	6786	0.76412	0.76337	1
GO:0034696	response to prostaglandin F	3	1	1.15	6787	0.76412	0.76337	1
GO:0034769	basement membrane disassembly	3	1	1.15	6788	0.76412	0.76337	1
GO:0035349	coenzyme A transmembrane transport	3	1	1.15	6789	0.76412	0.76337	1
GO:0035702	monocyte homeostasis	3	1	1.15	6790	0.76412	0.76337	1
GO:0035793	positive regulation of metanephric mesen...	3	1	1.15	6791	0.76412	0.76337	1
GO:0035844	cloaca development	3	1	1.15	6792	0.76412	0.76337	1
GO:0036023	embryonic skeletal limb joint morphogene...	3	1	1.15	6793	0.76412	0.76337	1
GO:0036058	filtration diaphragm assembly	3	1	1.15	6794	0.76412	0.76337	1
GO:0036486	ventral trunk neural crest cell migratio...	3	1	1.15	6795	0.76412	0.76337	1
GO:0036520	astrocyte-dopaminergic neuron signaling	3	1	1.15	6796	0.76412	0.76337	1
GO:0038016	insulin receptor internalization	3	1	1.15	6797	0.76412	0.76337	1
GO:0038098	sequestering of BMP from receptor via BM...	3	1	1.15	6798	0.76412	0.76337	1
GO:0039689	negative stranded viral RNA replication	3	1	1.15	6799	0.76412	0.76337	1
GO:0042245	RNA repair	3	1	1.15	6800	0.76412	0.76337	1
GO:0042271	susceptibility to natural killer cell me...	3	1	1.15	6801	0.76412	0.76337	1
GO:0042488	positive regulation of odontogenesis of ...	3	1	1.15	6802	0.76412	0.76337	1
GO:0042631	cellular response to water deprivation	3	1	1.15	6803	0.76412	0.76337	1
GO:0042946	glucoside transport	3	1	1.15	6804	0.76412	0.76337	1
GO:0043318	negative regulation of cytotoxic T cell ...	3	1	1.15	6805	0.76412	0.76337	1
GO:0043585	nose morphogenesis	3	1	1.15	6806	0.76412	0.76337	1
GO:0044313	protein K6-linked deubiquitination	3	1	1.15	6807	0.76412	0.76337	1
GO:0044338	canonical Wnt signaling pathway involved...	3	1	1.15	6808	0.76412	0.76337	1
GO:0044375	regulation of peroxisome size	3	1	1.15	6809	0.76412	0.76337	1
GO:0045226	extracellular polysaccharide biosyntheti...	3	1	1.15	6810	0.76412	0.76337	1
GO:0045797	positive regulation of intestinal choles...	3	1	1.15	6811	0.76412	0.76337	1
GO:0045819	positive regulation of glycogen cataboli...	3	1	1.15	6812	0.76412	0.76337	1
GO:0046013	regulation of T cell homeostatic prolife...	3	1	1.15	6813	0.76412	0.76337	1
GO:0046074	dTMP catabolic process	3	1	1.15	6814	0.76412	0.76337	1
GO:0046294	formaldehyde catabolic process	3	1	1.15	6815	0.76412	0.76337	1
GO:0046331	lateral inhibition	3	1	1.15	6816	0.76412	0.76337	1
GO:0046356	acetyl-CoA catabolic process	3	1	1.15	6817	0.76412	0.76337	1
GO:0046380	N-acetylneuraminate biosynthetic process	3	1	1.15	6818	0.76412	0.76337	1
GO:0046452	dihydrofolate metabolic process	3	1	1.15	6819	0.76412	0.76337	1
GO:0046671	negative regulation of retinal cell prog...	3	1	1.15	6820	0.76412	0.76337	1
GO:0046952	ketone body catabolic process	3	1	1.15	6821	0.76412	0.76337	1
GO:0046968	peptide antigen transport	3	1	1.15	6822	0.76412	0.76337	1
GO:0048105	establishment of body hair planar orient...	3	1	1.15	6823	0.76412	0.76337	1
GO:0048137	spermatocyte division	3	1	1.15	6824	0.76412	0.76337	1
GO:0048560	establishment of anatomical structure or...	3	1	1.15	6825	0.76412	0.76337	1
GO:0048619	embryonic hindgut morphogenesis	3	1	1.15	6826	0.76412	0.76337	1
GO:0048769	sarcomerogenesis	3	1	1.15	6827	0.76412	0.76337	1
GO:0051598	meiotic recombination checkpoint signali...	3	1	1.15	6828	0.76412	0.76337	1
GO:0051612	negative regulation of serotonin uptake	3	1	1.15	6829	0.76412	0.76337	1
GO:0051729	germline cell cycle switching, mitotic t...	3	1	1.15	6830	0.76412	0.76337	1
GO:0051771	negative regulation of nitric-oxide synt...	3	1	1.15	6831	0.76412	0.76337	1
GO:0051795	positive regulation of timing of catagen	3	1	1.15	6832	0.76412	0.76337	1
GO:0051977	lysophospholipid transport	3	1	1.15	6833	0.76412	0.76337	1
GO:0055005	ventricular cardiac myofibril assembly	3	1	1.15	6834	0.76412	0.76337	1
GO:0055071	manganese ion homeostasis	3	1	1.15	6835	0.76412	0.76337	1
GO:0060083	smooth muscle contraction involved in mi...	3	1	1.15	6836	0.76412	0.76337	1
GO:0060128	corticotropin hormone secreting cell dif...	3	1	1.15	6837	0.76412	0.76337	1
GO:0060160	negative regulation of dopamine receptor...	3	1	1.15	6838	0.76412	0.76337	1
GO:0060399	positive regulation of growth hormone re...	3	1	1.15	6839	0.76412	0.76337	1
GO:0060447	bud outgrowth involved in lung branching	3	1	1.15	6840	0.76412	0.76337	1
GO:0060474	positive regulation of flagellated sperm...	3	1	1.15	6841	0.76412	0.76337	1
GO:0060492	lung induction	3	1	1.15	6842	0.76412	0.76337	1
GO:0060559	positive regulation of calcidiol 1-monoo...	3	1	1.15	6843	0.76412	0.76337	1
GO:0060629	regulation of homologous chromosome segr...	3	1	1.15	6844	0.76412	0.76337	1
GO:0060748	tertiary branching involved in mammary g...	3	1	1.15	6845	0.76412	0.76337	1
GO:0060838	lymphatic endothelial cell fate commitme...	3	1	1.15	6846	0.76412	0.76337	1
GO:0060912	cardiac cell fate specification	3	1	1.15	6847	0.76412	0.76337	1
GO:0060948	cardiac vascular smooth muscle cell deve...	3	1	1.15	6848	0.76412	0.76337	1
GO:0061034	olfactory bulb mitral cell layer develop...	3	1	1.15	6849	0.76412	0.76337	1
GO:0061146	Peyer's patch morphogenesis	3	1	1.15	6850	0.76412	0.76337	1
GO:0061182	negative regulation of chondrocyte devel...	3	1	1.15	6851	0.76412	0.76337	1
GO:0061624	fructose catabolic process to hydroxyace...	3	1	1.15	6852	0.76412	0.76337	1
GO:0061713	anterior neural tube closure	3	1	1.15	6853	0.76412	0.76337	1
GO:0061740	protein targeting to lysosome involved i...	3	1	1.15	6854	0.76412	0.76337	1
GO:0070075	tear secretion	3	1	1.15	6855	0.76412	0.76337	1
GO:0070101	positive regulation of chemokine-mediate...	3	1	1.15	6856	0.76412	0.76337	1
GO:0070105	positive regulation of interleukin-6-med...	3	1	1.15	6857	0.76412	0.76337	1
GO:0070165	positive regulation of adiponectin secre...	3	1	1.15	6858	0.76412	0.76337	1
GO:0070221	sulfide oxidation, using sulfide:quinone...	3	1	1.15	6859	0.76412	0.76337	1
GO:0070236	negative regulation of activation-induce...	3	1	1.15	6860	0.76412	0.76337	1
GO:0070376	regulation of ERK5 cascade	3	1	1.15	6861	0.76412	0.76337	1
GO:0070430	positive regulation of nucleotide-bindin...	3	1	1.15	6862	0.76412	0.76337	1
GO:0070495	negative regulation of thrombin-activate...	3	1	1.15	6863	0.76412	0.76337	1
GO:0070541	response to platinum ion	3	1	1.15	6864	0.76412	0.76337	1
GO:0070649	formin-nucleated actin cable assembly	3	1	1.15	6865	0.76412	0.76337	1
GO:0070901	mitochondrial tRNA methylation	3	1	1.15	6866	0.76412	0.76337	1
GO:0071461	cellular response to redox state	3	1	1.15	6867	0.76412	0.76337	1
GO:0071464	cellular response to hydrostatic pressur...	3	1	1.15	6868	0.76412	0.76337	1
GO:0071486	cellular response to high light intensit...	3	1	1.15	6869	0.76412	0.76337	1
GO:0071550	death-inducing signaling complex assembl...	3	1	1.15	6870	0.76412	0.76337	1
GO:0071586	CAAX-box protein processing	3	1	1.15	6871	0.76412	0.76337	1
GO:0071641	negative regulation of macrophage inflam...	3	1	1.15	6872	0.76412	0.76337	1
GO:0071663	positive regulation of granzyme B produc...	3	1	1.15	6873	0.76412	0.76337	1
GO:0071672	negative regulation of smooth muscle cel...	3	1	1.15	6874	0.76412	0.76337	1
GO:0071691	cardiac muscle thin filament assembly	3	1	1.15	6875	0.76412	0.76337	1
GO:0072092	ureteric bud invasion	3	1	1.15	6876	0.76412	0.76337	1
GO:0072136	metanephric mesenchymal cell proliferati...	3	1	1.15	6877	0.76412	0.76337	1
GO:0072278	metanephric comma-shaped body morphogene...	3	1	1.15	6878	0.76412	0.76337	1
GO:0072388	flavin adenine dinucleotide biosynthetic...	3	1	1.15	6879	0.76412	0.76337	1
GO:0072739	response to anisomycin	3	1	1.15	6880	0.76412	0.76337	1
GO:0086053	AV node cell to bundle of His cell commu...	3	1	1.15	6881	0.76412	0.76337	1
GO:0086097	phospholipase C-activating angiotensin-a...	3	1	1.15	6882	0.76412	0.76337	1
GO:0086101	endothelin receptor signaling pathway in...	3	1	1.15	6883	0.76412	0.76337	1
GO:0090038	negative regulation of protein kinase C ...	3	1	1.15	6884	0.76412	0.76337	1
GO:0090176	microtubule cytoskeleton organization in...	3	1	1.15	6885	0.76412	0.76337	1
GO:0090187	positive regulation of pancreatic juice ...	3	1	1.15	6886	0.76412	0.76337	1
GO:0090361	regulation of platelet-derived growth fa...	3	1	1.15	6887	0.76412	0.76337	1
GO:0097037	heme export	3	1	1.15	6888	0.76412	0.76337	1
GO:0097155	fasciculation of sensory neuron axon	3	1	1.15	6889	0.76412	0.76337	1
GO:0097324	melanocyte migration	3	1	1.15	6890	0.76412	0.76337	1
GO:0097374	sensory neuron axon guidance	3	1	1.15	6891	0.76412	0.76337	1
GO:0097403	cellular response to raffinose	3	1	1.15	6892	0.76412	0.76337	1
GO:0097719	neural tissue regeneration	3	1	1.15	6893	0.76412	0.76337	1
GO:0098749	cerebellar neuron development	3	1	1.15	6894	0.76412	0.76337	1
GO:0098759	cellular response to interleukin-8	3	1	1.15	6895	0.76412	0.76337	1
GO:0098849	cellular detoxification of cadmium ion	3	1	1.15	6896	0.76412	0.76337	1
GO:0098904	regulation of AV node cell action potent...	3	1	1.15	6897	0.76412	0.76337	1
GO:0098912	membrane depolarization during atrial ca...	3	1	1.15	6898	0.76412	0.76337	1
GO:0099610	action potential initiation	3	1	1.15	6899	0.76412	0.76337	1
GO:0101030	tRNA-guanine transglycosylation	3	1	1.15	6900	0.76412	0.76337	1
GO:0110032	positive regulation of G2/MI transition ...	3	1	1.15	6901	0.76412	0.76337	1
GO:0120187	positive regulation of protein localizat...	3	1	1.15	6902	0.76412	0.76337	1
GO:0140251	regulation protein catabolic process at ...	3	1	1.15	6903	0.76412	0.76337	1
GO:0140291	peptidyl-glutamate ADP-deribosylation	3	1	1.15	6904	0.76412	0.76337	1
GO:0140450	protein targeting to Golgi apparatus	3	1	1.15	6905	0.76412	0.76337	1
GO:0140576	ascorbate homeostasis	3	1	1.15	6906	0.76412	0.76337	1
GO:0140865	interleukin-22-mediated signaling pathwa...	3	1	1.15	6907	0.76412	0.76337	1
GO:0140991	piRNA-mediated gene silencing by mRNA de...	3	1	1.15	6908	0.76412	0.76337	1
GO:0150032	positive regulation of protein localizat...	3	1	1.15	6909	0.76412	0.76337	1
GO:0160006	Fc receptor-mediated immune complex endo...	3	1	1.15	6910	0.76412	0.76337	1
GO:0160093	chordate pharynx development	3	1	1.15	6911	0.76412	0.76337	1
GO:1900063	regulation of peroxisome organization	3	1	1.15	6912	0.76412	0.76337	1
GO:1900106	positive regulation of hyaluranon cable ...	3	1	1.15	6913	0.76412	0.76337	1
GO:1901202	negative regulation of extracellular mat...	3	1	1.15	6914	0.76412	0.76337	1
GO:1901647	positive regulation of synoviocyte proli...	3	1	1.15	6915	0.76412	0.76337	1
GO:1901740	negative regulation of myoblast fusion	3	1	1.15	6916	0.76412	0.76337	1
